"Provider No.","Facility Name","Facility Type","Facility Subtype","Street Address","City","State","ZIP Code","Telephone","No. of Beds","No. of Certified Beds","No. of Medicaid Nursing Beds","No. of Skilled Nursing Beds","No. of ICF/MR Beds","No. of Physicians","No. of Physician Assistants","No. of Nurse Practitioners","No. of Direct Care Personnel","No. of Other Personnel","Employee Count","Federally Funded Health Center Indicator","Rural Health Center Provider Number","Rural Health Clinic Indicator","Facility Type Description"
"340001","ATRIUM HEALTH CABARRUS","Hospital","Short Term","920 Church St N","Concord","North Carolina","28025-2927","704-783-3000","","","","","","142.00","","","","2040.55","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","Hospital","Short Term","509 Biltmore Ave","Asheville","North Carolina","28801-4601","828-213-1111","","","","","","46.30","","","","3177.70","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340003","NORTHERN REGIONAL HOSPITAL","Hospital","Short Term","830 Rockford St","Mount Airy","North Carolina","27030-5322","336-719-7000","","","","","","22.40","","","","309.80","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340004","HIGH POINT REGIONAL HOSPITAL","Hospital","Short Term","601 North Elm Street","High Point","North Carolina","27262-4398","336-878-6000","","","","","","48.03","","","","17.35","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340008","SCOTLAND MEMORIAL HOSPITAL","Hospital","Short Term","500 Lauchwood Dr","Laurinburg","North Carolina","28352-5501","910-291-7000","","","","","","4.50","","","","438.81","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340010","UNC HEALTH WAYNE","Hospital","Short Term","2700 Wayne Memorial Dr","Goldsboro","North Carolina","27534-9494","919-736-1110","","","","","","0.00","","","","747.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340013","RUTHERFORD REGIONAL MEDICAL CENTER","Hospital","Short Term","288 S Ridgecrest Ave","Rutherfordton","North Carolina","28139-2838","828-286-5000","","","","","","14.35","","","","255.03","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","Hospital","Short Term","3333 Silas Creek Pkwy","Winston Salem","North Carolina","27103-3013","336-718-5000","","","","","","4.53","","","","2249.23","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","Hospital","Short Term","612 Mocksville Avenue","Salisbury","North Carolina","28144-2799","704-210-5000","","","","","","0.00","","","","792.36","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340016","HARRIS REGIONAL HOSPITAL","Hospital","Short Term","68 Hospital Rd","Sylva","North Carolina","28779-2722","828-586-7000","","","","","","1.00","","","","301.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","Hospital","Short Term","800 N Justice St","Hendersonville","North Carolina","28791-3410","828-696-1000","","","","","","62.00","","","","878.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340020","CENTRAL CAROLINA HOSPITAL","Hospital","Short Term","1135 Carthage St","Sanford","North Carolina","27330-4162","919-774-2100","","","","","","0.00","","","","275.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340021","ATRIUM HEALTH CLEVELAND","Hospital","Short Term","201 E Grover St","Shelby","North Carolina","28150-3917","704-487-3000","","","","","","0.00","","","","451.90","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340023","ADVENTHEALTH HENDERSONVILLE","Hospital","Short Term","100 Hospital Dr","Hendersonville","North Carolina","28792-5272","828-684-8501","","","","","","42.00","","","","582.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340024","SAMPSON REGIONAL MEDICAL CENTER","Hospital","Short Term","607 Beaman St","Clinton","North Carolina","28328-2603","910-592-8511","","","","","","0.00","","","","404.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340027","UNC LENOIR HEALTH CARE","Hospital","Short Term","100 Airport Rd","Kinston","North Carolina","28501-1604","252-522-7000","","","","","","1.00","","","","587.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","Hospital","Short Term","1638 Owen Drive","Fayetteville","North Carolina","28304-3431","910-609-4000","","","","","","128.50","","","","2564.12","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340030","DUKE UNIVERSITY HOSPITAL","Hospital","Short Term","2301 Erwin Rd","Durham","North Carolina","27705-4699","919-684-8111","","","","","","18.00","","","","2709.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340032","CAROMONT REGIONAL MEDICAL CENTER","Hospital","Short Term","2525 Court Drive","Gastonia","North Carolina","28054-2182","704-834-4891","","","","","","0.38","","","","1576.40","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340039","IREDELL MEMORIAL HOSPITAL INC","Hospital","Short Term","557 Brookdale Drive","Statesville","North Carolina","28677-4100","704-878-5661","","","","","","10.00","","","","679.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340040","ECU HEALTH MEDICAL CENTER","Hospital","Short Term","2100 Stantonsburg Rd","Greenville","North Carolina","27834-2818","252-847-4100","","","","","","0.00","","","","2580.96","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340041","CALDWELL MEMORIAL HOSPITAL","Hospital","Short Term","321 Mulberry St SW","Lenoir","North Carolina","28645-5720","828-757-5100","","","","","","15.00","","","","386.50","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340042","ONSLOW MEMORIAL HOSPITAL","Hospital","Short Term","317 Western Blvd","Jacksonville","North Carolina","28546-6338","910-577-2345","","","","","","0.00","","","","439.20","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340047","NORTH CAROLINA BAPTIST HOSPITAL","Hospital","Short Term","Medical Center Blvd","Winston Salem","North Carolina","27103","336-716-2011","","","","","","0.00","","","","3858.24","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340049","NORTH CAROLINA SPECIALTY HOSPITAL","Hospital","Short Term","3916 Ben Franklin Boulevard","Durham","North Carolina","27704-2383","919-956-9300","","","","","","0.00","","","","40.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340050","SOUTHEASTERN REGIONAL MEDICAL CENTER","Hospital","Short Term","300 West 27th Street","Lumberton","North Carolina","28358-3098","910-671-5000","","","","","","82.00","","","","1378.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340051","WATAUGA MEDICAL CENTER","Hospital","Short Term","336 Deerfield Rd","Boone","North Carolina","28607-5008","828-263-1211","","","","","","0.00","","","","258.50","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340053","NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER","Hospital","Short Term","200 Hawthorne Lane","Charlotte","North Carolina","28204-2528","704-384-4000","","","","","","5.00","","","","1416.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340060","UNC ROCKINGHAM","Hospital","Short Term","117 E Kings Hwy","Eden","North Carolina","27288-5201","336-623-9711","","","","","","12.50","","","","255.50","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340061","UNC HOSPITALS","Hospital","Short Term","101 Manning Dr","Chapel Hill","North Carolina","27514-4226","919-966-4141","","","","","","0.00","","","","3701.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340064","WILKES REGIONAL MEDICAL CENTER","Hospital","Short Term","1370 W D St","North Wilkesboro","North Carolina","28659-3506","336-651-8100","","","","","","0.00","","","","617.30","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340068","COLUMBUS REGIONAL HEALTHCARE SYSTEM","Hospital","Short Term","500 Jefferson St","Whiteville","North Carolina","28472-3634","910-642-8011","","","","","","1.00","","","","368.25","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340069","WAKEMED","Hospital","Short Term","3000 New Bern Avenue","Raleigh","North Carolina","27610-1295","919-350-8000","","","","","","62.59","","","","3121.20","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340070","ALAMANCE REGIONAL MEDICAL CENTER","Hospital","Short Term","1240 Huffman Mill Rd","Burlington","North Carolina","27215-8700","336-538-7000","","","","","","23.00","","","","1241.04","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340071","BETSY JOHNSON REGIONAL  HOSPITAL","Hospital","Short Term","800 Tilghman Drive","Dunn","North Carolina","28334-5599","910-892-7161","","","","","","0.00","","","","240.25","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340073","DUKE HEALTH RALEIGH HOSPITAL","Hospital","Short Term","3400 Wake Forest Road","Raleigh","North Carolina","27609-7353","919-954-3000","","","","","","31.40","","","","633.90","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340075","CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE","Hospital","Short Term","2201 S Sterling St","Morganton","North Carolina","28655-4044","828-580-5000","","","","","","17.00","","","","419.60","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340084","ATRIUM HEALTH ANSON","Hospital","Short Term","2301 Us Hwy 74 West","Wadesboro","North Carolina","28170-7554","704-694-5131","","","","","","1.00","","","","39.10","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340085","NOVANT HEALTH THOMASVILLE MEDICAL CENTER","Hospital","Short Term","207 Old Lexington Road","Thomasville","North Carolina","27360-3428","336-472-2000","","","","","","0.00","","","","232.40","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340087","MISSION HOSPITAL MCDOWELL","Hospital","Short Term","430 Rankin Drive","Marion","North Carolina","28752-6568","828-659-5000","","","","","","30.00","","","","153.44","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340090","JOHNSTON HEALTH","Hospital","Short Term","509 N Brightleaf Blvd","Smithfield","North Carolina","27577-4407","919-934-8171","","","","","","0.00","","","","566.84","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340091","CONE HEALTH","Hospital","Short Term","1200 North Elm Street","Greensboro","North Carolina","27401-1020","336-832-7000","","","","","","57.23","","","","2842.61","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340096","LEXINGTON MEMORIAL HOSPITAL INC","Hospital","Short Term","250 Hospital Drive","Lexington","North Carolina","27292-6728","336-248-5161","","","","","","0.00","","","","370.20","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340097","HUGH CHATHAM MEMORIAL HOSPITAL","Hospital","Short Term","180 Parkwood Dr","Elkin","North Carolina","28621-2430","336-527-7000","","","","","","23.00","","","","313.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340098","ATRIUM HEALTH PINEVILLE","Hospital","Short Term","10628 Park Rd","Charlotte","North Carolina","28210-8407","704-379-5000","","","","","","0.00","","","","465.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340099","VIDANT ROANOKE CHOWAN HOSPITAL","Hospital","Short Term","500 South Academy Street","Ahoskie","North Carolina","27910-3261","252-209-3000","","","","","","3.00","","","","303.25","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340107","VIDANT EDGECOMBE HOSPITAL","Hospital","Short Term","111 Hospital Dr","Tarboro","North Carolina","27886-2011","252-641-7700","","","","","","5.70","","","","234.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340109","SENTARA ALBEMARLE MEDICAL CENTER","Hospital","Short Term","1144 N Road St","Elizabeth City","North Carolina","27909-3473","252-335-0531","","","","","","0.00","","","","503.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340113","CAROLINAS MEDICAL CENTER/BEHAV HEALTH","Hospital","Short Term","1000 Blythe Blvd","Charlotte","North Carolina","28203-5812","704-355-2000","","","","","","22.00","","","","2329.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340114","REX HOSPITAL","Hospital","Short Term","4420 Lake Boone Trl","Raleigh","North Carolina","27607-7505","919-784-3100","","","","","","144.00","","","","2541.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340115","FIRSTHEALTH MOORE REGIONAL HOSPITAL","Hospital","Short Term","155 Memorial Drive","Pinehurst","North Carolina","28374-8710","910-715-1000","","","","","","49.00","","","","2027.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340116","FRYE REGIONAL MEDICAL CENTER","Hospital","Short Term","420 North Center Street","Hickory","North Carolina","28601-5049","828-322-6070","","","","","","0.00","","","","723.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340119","ATRIUM HEALTH STANLY","Hospital","Short Term","301 Yadkin St","Albemarle","North Carolina","28001-3441","704-984-4000","","","","","","0.00","","","","399.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340120","VIDANT DUPLIN  HOSPITAL","Hospital","Short Term","401 North Main Street","Kenansville","North Carolina","28349-8801","910-296-0941","","","","","","0.00","","","","227.50","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340123","RANDOLPH HOSPITAL","Hospital","Short Term","364 White Oak St","Asheboro","North Carolina","27203-5434","336-625-5151","","","","","","0.80","","","","6.50","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340126","WILSON MEDICAL CENTER","Hospital","Short Term","1705 Tarboro St SW","Wilson","North Carolina","27893-3428","252-399-8040","","","","","","3.00","","","","640.60","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340127","GRANVILLE HEALTH SYSTEMS","Hospital","Short Term","1010 College St","Oxford","North Carolina","27565-2507","919-690-3000","","","","","","0.00","","","","120.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340129","LAKE NORMAN REGIONAL MEDICAL CENTER","Hospital","Short Term","171 Fairview Road","Mooresville","North Carolina","28117-9500","704-660-4000","","","","","","0.00","","","","307.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"34012F","DURHAM VA MEDICAL CENTER","Hospital","Data not provided by CMS","508 Fulton St","Durham","North Carolina","27705-3875","919-286-0411","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"340130","ATRIUM HEALTH UNION","Hospital","Short Term","600 Hospital Dr","Monroe","North Carolina","28112-6000","704-283-3100","","","","","","2.00","","","","458.83","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"340131","CAROLINA EAST MEDICAL CENTER","Hospital","Short Term","2000 Neuse Boulevard","New Bern","North Carolina","28560-3499","252-633-8640","","","","","","1.00","","","","1017.10","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
